store;website;sku;price;special_from_date;special_to_date;special_price
admin;base;5W9VA26RM190C98;1074.38;18/01/16;31/12/50;537.19
admin;base;5W9VA36RM191C81;1267.77;18/01/16;31/12/50;633.88
admin;base;600J59182;479.34;18/01/16;31/12/50;239.67
admin;base;600J59340;479.34;18/01/16;31/12/50;239.67
admin;base;6011188;52.07;30/12/99;30/12/99;.00
admin;base;6011423;57.85;30/12/99;30/12/99;.00
admin;base;6011935;66.94;30/12/99;30/12/99;.00
admin;base;603011;5.79;30/12/99;30/12/99;.00
admin;base;603012;5.79;30/12/99;30/12/99;.00
admin;base;603023;42.98;30/12/99;30/12/99;.00
admin;base;6030943;5.79;30/12/99;30/12/99;.00
admin;base;6033;52.07;30/12/99;30/12/99;.00
admin;base;605013F15380;990.91;18/01/16;31/12/50;495.87
admin;base;605CLARET;451.24;18/01/15;31/12/50;316.53
admin;base;6070987;5.79;30/12/99;30/12/99;.00
admin;base;609012F15375;370.25;18/01/16;31/12/50;185.12
admin;base;609012F15833;357.02;18/01/16;31/12/50;178.51
admin;base;609018F15833;340.50;18/01/16;31/12/50;170.25
admin;base;609019F15375;407.44;18/01/16;31/12/50;204.13
admin;base;6091170;62.81;30/12/99;30/12/99;.00
admin;base;610000;578.51;30/12/99;30/12/99;.00
admin;base;611024F15380;719.01;18/01/16;31/12/50;359.50
admin;base;611032F15724;648.76;18/01/16;31/12/50;324.79
admin;base;61N5066P0560052;1407.44;;;
admin;base;621BLACK;737.19;18/01/15;31/12/50;516.53
admin;base;62370218256A46S;404.13;;;
admin;base;6330RCT;77.69;30/12/99;30/12/99;.00
admin;base;6330RIJ;77.69;30/12/99;30/12/99;.00
admin;base;650000;413.22;30/12/99;30/12/99;.00
admin;base;65037654;78.51;30/12/99;30/12/99;.00
admin;base;65084889;80.99;30/12/99;30/12/99;.00
admin;base;65084891;80.99;30/12/99;30/12/99;.00
admin;base;65084892;80.99;30/12/99;30/12/99;.00
admin;base;65090991;86.78;30/12/99;30/12/99;.00
admin;base;6542909;22.31;30/12/99;30/12/99;.00
admin;base;6542947;23.14;30/12/99;30/12/99;.00
admin;base;6542954;30.58;30/12/99;30/12/99;.00
admin;base;6542978;30.58;30/12/99;30/12/99;.00
admin;base;6550L49;652.89;18/01/16;31/12/50;326.45
admin;base;6550L61;652.89;18/01/16;31/12/50;326.45
admin;base;6589NGR;66.94;30/12/99;30/12/99;.00
admin;base;6589NGT;66.94;30/12/99;30/12/99;.00
admin;base;6600M96180;1070.25;;;
admin;base;6732381MC5002;1289.26;18/01/16;31/12/50;644.63
admin;base;6793BLC;95.04;30/12/99;30/12/99;.00
admin;base;6793NLC;104.13;30/12/99;30/12/99;.00
admin;base;6793RWB;77.69;30/12/99;30/12/99;.00
admin;base;6795521IC5503;1539.67;18/01/16;31/12/50;770.25
admin;base;684714700;142.98;18/01/16;31/12/50;114.88
admin;base;6863450MC0100;648.76;18/01/16;31/12/50;324.79
admin;base;6885821701271H;628.10;18/01/16;31/12/50;314.05
admin;base;68858218191A72A;611.57;;;
admin;base;68859216838771;636.36;18/01/16;31/12/50;318.18
admin;base;68965214111816;446.28;30/12/99;30/12/99;.00
admin;base;68968216965771;1165.29;18/01/16;31/12/50;582.64
admin;base;68968218312A72A;736.36;;;
admin;base;68968218325A732;685.12;;;
admin;base;68970213132001;404.96;18/01/16;31/12/50;202.48
admin;base;68988217051777;429.75;18/01/16;31/12/50;214.88
admin;base;68988217051777*;429.75;18/01/16;31/12/50;214.88
admin;base;68988218544A732;455.37;;;
admin;base;69444213686008;2429.75;18/01/16;31/12/50;1214.88
admin;base;698132174357900;446.28;18/01/15;31/12/50;223.14
admin;base;69902216901816;479.34;18/01/16;31/12/50;239.67
admin;base;69902217937A816;372.73;;;
admin;base;69903214686008;379.34;18/01/16;31/12/50;190.08
admin;base;69903214686A008;379.34;;;
admin;base;69903215506315;333.06;18/01/16;31/12/50;166.94
admin;base;6994521681640K;429.75;18/01/16;31/12/50;214.88
admin;base;69954215827732*;677.69;18/01/16;31/12/50;338.84
admin;base;69975215827732;733.88;30/12/99;30/12/99;.00
admin;base;69975215827732*;719.01;18/01/16;31/12/50;359.50
admin;base;6KSGBGLOSSYBLK;37.19;30/12/99;30/12/99;.00
admin;base;6KSGOLD;37.19;30/12/99;30/12/99;.00
admin;base;6KSRGROSEGOLD;37.19;30/12/99;30/12/99;.00
admin;base;6KSSLVSILVER;37.19;30/12/99;30/12/99;.00
admin;base;6PKSGLOSSYBLACK;37.19;30/12/99;30/12/99;.00
admin;base;6PKSGOLD;37.19;30/12/99;30/12/99;.00
admin;base;6PKSROSEGOLD;37.19;30/12/99;30/12/99;.00
admin;base;6PKSSILVER;37.19;30/12/99;30/12/99;.00
admin;base;6S9RE96CM206C00;1933.88;;;
admin;base;6S9RE96CM206C54;1933.88;;;
admin;base;6S9RF03CM207C36;1783.47;;;
admin;base;6S9RF03CM207C99;1783.47;;;
admin;base;6S9RF11CM213C90;2793.39;;;
admin;base;6S9RF14CM211C32;2793.39;;;
admin;base;6S9RF16RM212C04;3115.70;;;
admin;base;6S9RF17RM212C04;3223.14;;;
admin;base;6S9UC38LM218C00;1396.69;;;
admin;base;6WFM02390CL1W01;1249.59;18/01/16;31/12/50;624.79
admin;base;6WFV01366C03W00;1762.81;18/01/16;31/12/50;881.82
admin;base;7000TS010099;238.02;;;
admin;base;70036216965771;2165.29;18/01/16;31/12/50;1082.64
admin;base;70036218313A72A;1852.07;;;
admin;base;700TS54804;132.23;18/01/16;31/12/50;66.12
admin;base;70216560115060;172.73;30/12/99;30/12/99;.00
admin;base;70238391100060;172.73;30/12/99;30/12/99;.00
admin;base;704927008;115.70;18/01/16;31/12/50;92.56
admin;base;704927501;128.93;18/01/16;31/12/50;103.31
admin;base;704927600;115.70;18/01/16;31/12/50;92.56
admin;base;704927801;128.93;18/01/16;31/12/50;103.31
admin;base;70502215231315;1813.22;15/06/15;31/12/50;906.61
admin;base;705159005;133.88;18/01/16;31/12/50;107.44
admin;base;705159402;133.88;18/01/16;31/12/50;107.44
admin;base;705282700;124.79;18/01/16;31/12/50;100.00
admin;base;70687217054771;1520.66;18/01/16;31/12/50;760.33
admin;base;70692214358145;407.44;15/06/15;31/12/50;204.13
admin;base;70692214358315;407.44;15/06/15;31/12/50;204.13
admin;base;7070TS07590;239.67;18/01/16;31/12/50;119.83
admin;base;70943201952008*;413.22;18/01/16;31/12/50;206.61
admin;base;70970215490001;442.15;15/06/15;31/12/50;221.49
admin;base;709812166941008;776.86;18/01/15;31/12/50;388.43
admin;base;7100120195292Y;376.86;30/12/99;30/12/99;.00
admin;base;71085209743008*;603.31;18/01/16;31/12/50;301.65
admin;base;71090209743008;814.88;30/12/99;30/12/99;.00
admin;base;71090209743008*;826.45;18/01/16;31/12/50;413.22
admin;base;710TS08001;157.85;;;
admin;base;7115121697071I;545.45;18/01/16;31/12/50;272.73
admin;base;71151216975737;487.60;18/01/16;31/12/50;243.80
admin;base;71151218333A734;785.12;;;
admin;base;71152215827732*;1079.34;18/01/16;31/12/50;539.67
admin;base;71216209743008*;396.69;30/12/99;30/12/99;.00
admin;base;7156NB;150.41;30/12/99;30/12/99;.00
admin;base;7156NR;155.37;30/12/99;30/12/99;.00
admin;base;7158NPG;66.94;30/12/99;30/12/99;.00
admin;base;7161621697171I;1264.46;18/01/16;31/12/50;632.23
admin;base;71616216981707;1371.90;18/01/16;31/12/50;685.95
admin;base;7161721696671H;2117.36;18/01/16;31/12/50;1058.68
admin;base;7179021596340K;1000.00;18/01/16;31/12/50;500.00
admin;base;71803216787809;652.89;18/01/16;31/12/50;326.45
admin;base;71815207635008;768.60;18/01/16;31/12/50;384.30
admin;base;71822216685A81V;4603.31;18/01/16;31/12/50;2301.65
admin;base;71840201952001;446.28;18/01/16;31/12/50;223.14
admin;base;71841201952072;603.31;18/01/16;31/12/50;301.65
admin;base;71841201952124;603.31;18/01/16;31/12/50;301.65
admin;base;71841201952809;603.31;18/01/16;31/12/50;301.65
admin;base;7184320195293A;545.45;18/01/16;31/12/50;272.73
admin;base;71859213132008;561.98;18/01/16;31/12/50;280.99
admin;base;719752151367370;958.68;18/01/15;31/12/50;479.34
admin;base;719752170307341;859.50;18/01/15;31/12/50;429.75
admin;base;719782145307341;1214.88;18/01/15;31/12/50;607.44
admin;base;71987217000008;1305.79;18/01/16;31/12/50;652.89
admin;base;720282166943101;1173.55;18/01/15;31/12/50;586.78
admin;base;720462061601341;2041.32;18/01/15;31/12/50;1020.66
admin;base;72056201952008;462.81;18/01/16;31/12/50;231.40
admin;base;7206020195293A;430.58;18/01/16;31/12/50;215.70
admin;base;7206520195293A;586.78;18/01/16;31/12/50;293.39
admin;base;72068201952708;361.16;18/01/16;31/12/50;180.99
admin;base;72078213132737;1132.23;18/01/16;31/12/50;566.12
admin;base;720912167294020;1462.81;18/01/15;31/12/50;731.40
admin;base;721282096051229;1735.54;18/01/15;31/12/50;867.77
admin;base;721362168897370;3041.32;18/01/15;31/12/50;1520.66
admin;base;72140216838771;628.10;18/01/16;31/12/50;314.05
admin;base;72140217011732;628.10;18/01/16;31/12/50;314.05
admin;base;721512154478002;545.45;18/01/15;31/12/50;272.73
admin;base;721602133111008;669.42;18/01/15;31/12/50;334.71
admin;base;721612133111008;685.95;18/01/15;31/12/50;342.98
admin;base;721612133111229;652.89;18/01/15;31/12/50;326.45
admin;base;721692145307341;545.45;18/01/15;31/12/50;272.73
admin;base;72181217075816;553.72;18/01/16;31/12/50;276.86
admin;base;72189217222008;1264.46;18/01/16;31/12/50;632.23
admin;base;722082151367370;504.13;18/01/15;31/12/50;252.07
admin;base;722222061601229;3041.32;18/01/15;31/12/50;1520.66
admin;base;72225217224008;1462.81;18/01/16;31/12/50;731.40
admin;base;723342061601001;3991.74;18/01/15;31/12/50;1995.87
admin;base;723492170307341;685.95;18/01/15;31/12/50;342.98
admin;base;723602166941001;743.80;18/01/15;31/12/50;371.90
admin;base;723602166941008;743.80;18/01/15;31/12/50;371.90
admin;base;723612141181008;1371.90;18/01/15;31/12/50;685.95
admin;base;723722170043128;859.50;18/01/15;31/12/50;429.75
admin;base;723742170043128;826.45;18/01/15;31/12/50;413.22
admin;base;723772131591001;1826.45;18/01/15;31/12/50;913.22
admin;base;723772131591008;1826.45;18/01/15;31/12/50;913.22
admin;base;724422097431008;652.89;18/01/15;31/12/50;326.45
admin;base;724432158277900;1090.91;18/01/15;31/12/50;545.45
admin;base;724442097431008;396.69;18/01/15;31/12/50;198.35
admin;base;72446207469816;814.88;18/01/16;31/12/50;407.44
admin;base;725076003;107.44;18/01/16;31/12/50;85.95
admin;base;725076602;107.44;18/01/16;31/12/50;85.95
admin;base;725132172827000;396.69;18/01/15;31/12/50;198.35
admin;base;725132172827341;396.69;18/01/15;31/12/50;198.35
admin;base;725232100;143.80;18/01/16;31/12/50;115.70
admin;base;72532217306041;677.69;18/01/16;31/12/50;338.84
admin;base;725512177787008;1305.79;18/01/15;31/12/50;652.89
admin;base;725TS58680;144.63;18/01/16;31/12/50;72.73
admin;base;725TS58804;144.63;18/01/16;31/12/50;72.73
admin;base;726422166841207;1694.21;18/01/15;31/12/50;847.11
admin;base;726702076251008;5123.97;18/01/15;31/12/50;2561.98
admin;base;726782175177008;1297.52;18/01/15;31/12/50;648.76
admin;base;726922178137018;479.34;18/01/15;31/12/50;239.67
admin;base;726932178137008;685.95;18/01/15;31/12/50;342.98
admin;base;727222168897008;1652.89;18/01/15;31/12/50;826.45
admin;base;72757216787809;578.51;18/01/16;31/12/50;289.26
admin;base;72766217227408;842.98;18/01/16;31/12/50;421.49
admin;base;728122172811008;1438.02;18/01/15;31/12/50;719.01
admin;base;728132166941008;1173.55;18/01/15;31/12/50;586.78
admin;base;72822218130A72D;455.37;;;
admin;base;72822218314A72A;471.07;;;
admin;base;728432166941008;826.45;18/01/15;31/12/50;413.22
admin;base;728492173211018;1190.08;18/01/15;31/12/50;595.04
admin;base;728492173211519;1190.08;18/01/15;31/12/50;595.04
admin;base;728592173211207;1239.67;18/01/15;31/12/50;619.83
admin;base;728642166841018;1867.77;18/01/15;31/12/50;933.88
admin;base;728642166841519;1867.77;18/01/15;31/12/50;933.88
admin;base;729602167871519;801.65;18/01/15;31/12/50;400.83
admin;base;729612176768039;356.20;18/01/15;31/12/50;178.51
admin;base;729612176768113;380.17;18/01/15;31/12/50;190.08
admin;base;729632176917018;826.45;18/01/15;31/12/50;413.22
admin;base;729842167872028;603.31;18/01/15;31/12/50;301.65
admin;base;729842167872043;603.31;18/01/15;31/12/50;301.65
admin;base;73034218311A72A;1157.85;;;
admin;base;731492184057517;1735.54;;;
admin;base;731842179862048;471.07;;;
admin;base;731842179862778;471.07;;;
admin;base;732072179972048;513.22;;;
admin;base;7320TS09804;180.17;;;
admin;base;73292201952A92Y;404.13;;;
admin;base;73293201952A911;372.73;;;
admin;base;73294201952A008;437.19;;;
admin;base;73295201952A93A;538.02;;;
admin;base;73295A20195292Y;538.02;;;
admin;base;73298201952A701;404.13;;;
admin;base;732DE08001;106.61;;;
admin;base;732RO520099;231.40;18/01/16;31/12/50;115.70
admin;base;73305201952A001;430.58;;;
admin;base;73308201952A001;538.02;;;
admin;base;7333NR;63.64;30/12/99;30/12/99;.00
admin;base;735352184157008;1032.23;;;
admin;base;735TS21803;123.97;;;
admin;base;736222181833017;703.31;;;
admin;base;736372184527001;819.01;;;
admin;base;736482184177248;471.90;;;
admin;base;736482185417008;471.90;30/12/99;30/12/99;.00
admin;base;736632184537001;819.01;;;
admin;base;737TS23001;123.97;;;
admin;base;737TS23590;123.97;;;
admin;base;7398NPGC;60.33;30/12/99;30/12/99;.00
admin;base;7398NPGH;60.33;30/12/99;30/12/99;.00
admin;base;740TS250099;106.61;;;
admin;base;7420TS16804;322.31;18/01/16;31/12/50;161.16
admin;base;742TS610099;181.82;18/01/16;31/12/50;90.91
admin;base;7450205A1090010;377.69;18/01/16;31/12/50;227.27
admin;base;7450215A1100036;377.69;18/01/16;31/12/50;227.27
admin;base;7450215A1100059;377.69;18/01/16;31/12/50;227.27
admin;base;7452435A1190059;276.86;18/01/16;31/12/50;166.12
admin;base;746825001;133.88;18/01/16;31/12/50;107.44
admin;base;747140002;138.84;18/01/16;31/12/50;111.57
admin;base;7471685A5020020;197.52;18/01/16;31/12/50;119.01
admin;base;7472215A5120036;276.86;18/01/16;31/12/50;166.12
admin;base;7472215A5120044;276.86;18/01/16;31/12/50;166.12
admin;base;7472416P5110036;254.55;;;
admin;base;7472416P5110361;254.55;;;
admin;base;7472426P5120020;254.55;;;
admin;base;7474NBR;206.61;30/12/99;30/12/99;.00
admin;base;7482N3M;163.64;30/12/99;30/12/99;.00
admin;base;7483NBT;138.02;30/12/99;30/12/99;.00
admin;base;749326500;138.84;18/01/16;31/12/50;111.57
admin;base;749986061;94.21;18/01/16;31/12/50;76.03
admin;base;749986431;94.21;18/01/16;31/12/50;76.03
admin;base;7500TS55803;115.70;18/01/16;31/12/50;57.85
admin;base;750TS11804;90.91;18/01/16;31/12/50;45.45
admin;base;75278LH BLK/GLD;221.49;30/12/99;30/12/99;.00
admin;base;75287LH2 BLK/GL;235.54;30/12/99;30/12/99;.00
admin;base;75292RUDE BLK/G;190.91;30/12/99;30/12/99;.00
admin;base;75293RUDE GOLD;190.91;30/12/99;30/12/99;.00
admin;base;7593163PC3402;3101.65;15/06/15;31/12/50;1551.24
admin;base;760272;161.16;30/12/99;30/12/99;.00
admin;base;760296;161.16;30/12/99;30/12/99;.00
admin;base;760302;243.80;30/12/99;30/12/99;.00
admin;base;760326;243.80;30/12/99;30/12/99;.00
admin;base;763297;206.61;30/12/99;30/12/99;.00
admin;base;763907;161.16;30/12/99;30/12/99;.00
admin;base;7690NGPHA;367.77;30/12/99;30/12/99;.00
admin;base;7738NBR;111.57;30/12/99;30/12/99;.00
admin;base;7738NRB;111.57;30/12/99;30/12/99;.00
admin;base;7763129LC0100;1316.53;18/01/16;31/12/50;658.68
admin;base;7764BBR;117.36;30/12/99;30/12/99;.00
admin;base;7764BG;117.36;30/12/99;30/12/99;.00
admin;base;7768144DC1780;1539.67;18/01/16;31/12/50;770.25
admin;base;7787220PC0100;2432.23;18/01/16;31/12/50;1216.53
admin;base;7796234NC3862;1004.13;18/01/16;31/12/50;502.48
admin;base;7855129LC2980;1314.05;18/01/16;31/12/50;657.02
admin;base;7872451;61.98;30/12/99;30/12/99;.00
admin;base;792 AFRICA;157.85;30/12/99;30/12/99;.00
admin;base;7937169CC0001;1316.53;;;
admin;base;7937169CC0304;1309.92;30/12/99;30/12/99;.00
admin;base;7950L25;570.25;18/01/16;31/12/50;285.12
admin;base;7950L261;570.25;18/01/16;31/12/50;285.12
admin;base;7950LPB64;619.83;18/01/16;31/12/50;309.92
admin;base;7950M67;570.25;18/01/16;31/12/50;285.12
admin;base;7950MPB64;570.25;18/01/16;31/12/50;285.12
admin;base;7952785A1040020;577.69;18/01/15;31/12/50;404.96
admin;base;7952785A1040072;577.69;18/01/15;31/12/50;404.96
admin;base;7952785A1040114;577.69;18/01/15;31/12/50;404.96
admin;base;7952926P1300002;601.65;;;
admin;base;7952936P1310001;255.37;;;
admin;base;7952936P1310007;255.37;;;
admin;base;7972276P5000083;306.61;;;
admin;base;7972306P5020004;306.61;;;
admin;base;7972326P5040002;429.75;;;
admin;base;8001630;11.57;30/12/99;30/12/99;.00
admin;base;800735003857**;107.44;18/01/16;31/12/50;85.95
admin;base;80073500385742-;98.35;18/01/16;31/12/50;79.34
admin;base;80073500385742*;90.08;18/01/16;31/12/50;72.73
admin;base;800735080385742;76.86;18/01/16;31/12/50;61.98
admin;base;80230K004892025;207.44;;;
admin;base;803005080402999;243.80;18/01/16;31/12/50;195.04
admin;base;803008080402999;243.80;18/01/16;31/12/50;195.04
admin;base;803055083110999;100.83;18/01/16;31/12/50;80.99
admin;base;803075083110985;128.10;18/01/16;31/12/50;102.48
admin;base;803095080399771;309.92;18/01/16;31/12/50;247.93
admin;base;805092300;178.51;18/01/16;31/12/50;142.98
admin;base;805093001;178.51;18/01/16;31/12/50;142.98
admin;base;805093603;178.51;18/01/16;31/12/50;142.98
admin;base;8062NSG;104.13;30/12/99;30/12/99;.00
admin;base;806979006;124.79;18/01/16;31/12/50;100.00
admin;base;807298200;133.88;18/01/16;31/12/50;107.44
admin;base;807298700;133.88;18/01/16;31/12/50;107.44
admin;base;807459001;133.88;18/01/16;31/12/50;107.44
admin;base;807460001;124.79;18/01/16;31/12/50;100.00
admin;base;807611001;98.35;18/01/16;31/12/50;79.34
admin;base;8088BRB;309.92;30/12/99;30/12/99;.00
admin;base;8088BWR-;309.92;30/12/99;30/12/99;.00
admin;base;8101492;27.27;30/12/99;30/12/99;.00
admin;base;8105506;61.98;30/12/99;30/12/99;.00
admin;base;8120PU050099;289.26;18/01/16;31/12/50;144.63
admin;base;8220PU71120;322.31;18/01/16;31/12/50;161.16
admin;base;830550084556004;87.60;18/01/16;31/12/50;70.25
admin;base;830550084556777;87.60;18/01/16;31/12/50;70.25
admin;base;830550084556988;87.60;18/01/16;31/12/50;70.25
admin;base;840499089110778;578.51;18/01/16;31/12/50;462.81
admin;base;841050082893988;359.50;18/01/16;31/12/50;287.60
admin;base;843140080054988;208.26;18/01/16;31/12/50;166.94
admin;base;843575089143771;479.34;18/01/16;31/12/50;383.47
admin;base;84588058914774-;164.46;18/01/16;31/12/50;132.23
admin;base;84588058914774*;142.15;18/01/16;31/12/50;114.05
admin;base;845880589147742;135.54;18/01/16;31/12/50;109.09
admin;base;848690080261050;293.39;18/01/16;31/12/50;234.71
admin;base;848690080261986;293.39;18/01/16;31/12/50;234.71
admin;base;848690080261999;293.39;18/01/16;31/12/50;234.71
admin;base;8490NB--;68.60;30/12/99;30/12/99;.00
admin;base;8490NR;66.94;30/12/99;30/12/99;.00
admin;base;8490NT;66.94;30/12/99;30/12/99;.00
admin;base;849220080093999;504.13;18/01/16;31/12/50;403.31
admin;base;850PU47300;214.88;18/01/16;31/12/50;107.44
admin;base;8559705914774**;148.76;18/01/16;31/12/50;119.01
admin;base;85597059147742-;135.54;18/01/16;31/12/50;109.09
admin;base;85597059147742*;122.31;18/01/16;31/12/50;98.35
admin;base;8576125CC5112;1227.27;15/06/15;31/12/50;614.05
admin;base;8582NJ;53.72;30/12/99;30/12/99;.00
admin;base;8582NPG;53.72;30/12/99;30/12/99;.00
admin;base;8582NR;53.72;30/12/99;30/12/99;.00
admin;base;8583308MC0705;870.25;15/06/15;31/12/50;435.54
admin;base;8583NJ;53.72;30/12/99;30/12/99;.00
admin;base;870230080331778;243.80;18/01/16;31/12/50;195.04
admin;base;870260203857**;98.35;18/01/16;31/12/50;79.34
admin;base;87026050385742-;90.08;18/01/16;31/12/50;72.73
admin;base;87026050385742*;80.99;18/01/16;31/12/50;65.29
admin;base;870260580385742;71.90;18/01/16;31/12/50;57.85
admin;base;870300080054988;161.16;18/01/16;31/12/50;128.93
admin;base;870300080054999;161.16;18/01/16;31/12/50;128.93
admin;base;876930080261986;173.55;18/01/16;31/12/50;138.84
admin;base;876930080261999;173.55;18/01/16;31/12/50;138.84
admin;base;8778493IC5101;200.83;18/01/16;31/12/50;100.83
admin;base;8778494IC5101;200.83;18/01/16;31/12/50;100.83
admin;base;8784230MC0100;500.00;18/01/16;31/12/50;250.41
admin;base;8787326IC0100;156.20;18/01/16;31/12/50;78.51
admin;base;8787326IC1780;156.20;18/01/16;31/12/50;78.51
admin;base;8787326IC3906;156.20;18/01/16;31/12/50;78.51
admin;base;8787489IC0001;156.20;18/01/16;31/12/50;78.51
admin;base;8791498IC5504;490.91;18/01/16;31/12/50;245.45
admin;base;88033058038574*;164.46;18/01/16;31/12/50;132.23
admin;base;880330580385742;152.89;18/01/16;31/12/50;122.31
admin;base;88033058038598*;164.46;18/01/16;31/12/50;132.23
admin;base;880330580385987;152.89;18/01/16;31/12/50;122.31
admin;base;8887326IC0001;156.20;18/01/16;31/12/50;78.51
admin;base;8887326IC0100;156.20;18/01/16;31/12/50;78.51
admin;base;8887326IC2210;157.02;18/01/16;31/12/50;78.51
admin;base;8887326IC2902;156.20;18/01/16;31/12/50;78.51
admin;base;8895423MC5100;867.77;18/01/16;31/12/50;433.88
admin;base;8896535IC5005;425.62;18/01/16;31/12/50;213.22
admin;base;890000;1983.47;30/12/99;30/12/99;.00
admin;base;890202601000;40.50;30/12/99;30/12/99;.00
admin;base;890202608000;40.50;30/12/99;30/12/99;.00
admin;base;890202608100;40.50;30/12/99;30/12/99;.00
admin;base;890202803000;40.50;30/12/99;30/12/99;.00
admin;base;890202807100;48.76;30/12/99;30/12/99;.00
admin;base;890202810000;40.50;30/12/99;30/12/99;.00
admin;base;890202813000;40.50;30/12/99;30/12/99;.00
admin;base;890202816000;40.50;30/12/99;30/12/99;.00
admin;base;890202817100;48.76;30/12/99;30/12/99;.00
admin;base;890202901100;48.76;30/12/99;30/12/99;.00
admin;base;890202907100;48.76;30/12/99;30/12/99;.00
admin;base;890202908100;48.76;30/12/99;30/12/99;.00
admin;base;890202914100;48.76;30/12/99;30/12/99;.00
admin;base;890202917100;48.76;30/12/99;30/12/99;.00
admin;base;890203001100;48.76;30/12/99;30/12/99;.00
admin;base;890203008100;48.76;30/12/99;30/12/99;.00
admin;base;890203010000;40.50;30/12/99;30/12/99;.00
admin;base;890203016000;40.50;30/12/99;30/12/99;.00
admin;base;890203017100;48.76;30/12/99;30/12/99;.00
admin;base;8979326IC0001;145.45;;;
admin;base;8979326IC0100;145.45;;;
admin;base;8979326IC0304;145.45;;;
admin;base;8987326IC0100;156.20;;;
admin;base;8BET100;100.83;30/12/99;30/12/99;.00
admin;base;900120091143779;396.69;30/12/99;30/12/99;.00
admin;base;9002574;69.42;30/12/99;30/12/99;.00
admin;base;90209J204482135;242.98;;;
admin;base;90222J101417008;160.33;;;
admin;base;90222J101417370;160.33;;;
admin;base;90231J101421008;190.08;;;
admin;base;90231J101428647;190.08;;;
admin;base;90232J100881001;145.45;;;
admin;base;90232J100881205;145.45;;;
admin;base;90238J204497000;207.44;;;
admin;base;903200097940778;455.37;18/01/16;31/12/50;228.10
admin;base;903200097940931;455.37;18/01/16;31/12/50;228.10
admin;base;903230097961290;351.24;18/01/16;31/12/50;280.99
admin;base;9041NT;138.02;30/12/99;30/12/99;.00
admin;base;9110002002;122.31;30/12/99;30/12/99;.00
admin;base;9110004002;122.31;30/12/99;30/12/99;.00
admin;base;9110006012;268.60;30/12/99;30/12/99;.00
admin;base;9110009001;211.57;30/12/99;30/12/99;.00
admin;base;9110018012;207.44;30/12/99;30/12/99;.00
admin;base;9110019012;190.91;30/12/99;30/12/99;.00
admin;base;9110022002;240.50;30/12/99;30/12/99;.00
admin;base;9110047001;173.55;30/12/99;30/12/99;.00
admin;base;9110054002;399.17;30/12/99;30/12/99;.00
admin;base;9110056001;114.05;30/12/99;30/12/99;.00
admin;base;9110065001;155.37;30/12/99;30/12/99;.00
admin;base;9110069001;170.25;30/12/99;30/12/99;.00
admin;base;9120004001;130.58;30/12/99;30/12/99;.00
admin;base;9120005001;155.37;30/12/99;30/12/99;.00
admin;base;9120007001;178.51;30/12/99;30/12/99;.00
admin;base;9120012001;176.03;30/12/99;30/12/99;.00
admin;base;9120015001;356.20;30/12/99;30/12/99;.00
admin;base;9120020001;244.63;30/12/99;30/12/99;.00
admin;base;9120038001;171.90;30/12/99;30/12/99;.00
admin;base;9120039001;138.84;30/12/99;30/12/99;.00
admin;base;9120043001;302.48;30/12/99;30/12/99;.00
admin;base;9120044001;142.98;30/12/99;30/12/99;.00
admin;base;92440RED;1280.17;15/06/15;31/12/50;640.50
admin;base;92451YELLOW;839.67;15/06/15;31/12/50;419.83
admin;base;92467BLACK;966.94;15/06/15;31/12/50;483.47
admin;base;92470NAVY;867.77;15/06/15;31/12/50;433.88
admin;base;92481BLACK;824.79;15/06/15;31/12/50;412.40
admin;base;92487YELLOW;1009.92;15/06/15;31/12/50;504.96
admin;base;93111;991.74;30/12/99;30/12/99;.00
admin;base;940300094111999;376.03;18/01/16;31/12/50;300.83
admin;base;944440097946778;328.93;18/01/16;31/12/50;263.64
admin;base;944440097946987;328.93;18/01/16;31/12/50;263.64
admin;base;944480097944789;400.83;18/01/16;31/12/50;320.66
admin;base;946781097883686;657.02;18/01/16;31/12/50;525.62
admin;base;946781097883987;657.02;18/01/16;31/12/50;525.62
admin;base;947001097895034;657.02;18/01/16;31/12/50;525.62
admin;base;947001097895999;657.02;18/01/16;31/12/50;525.62
admin;base;9503N;41.32;30/12/99;30/12/99;.00
admin;base;9600106;81.82;30/12/99;30/12/99;.00
admin;base;9600109;81.82;30/12/99;30/12/99;.00
admin;base;9600110;81.82;30/12/99;30/12/99;.00
admin;base;9600111;81.82;30/12/99;30/12/99;.00
admin;base;972101;144.63;30/12/99;30/12/99;.00
admin;base;972102;144.63;30/12/99;30/12/99;.00
admin;base;972103;144.63;30/12/99;30/12/99;.00
admin;base;972104;144.63;30/12/99;30/12/99;.00
admin;base;9780500291948;42.98;30/12/99;30/12/99;.00
admin;base;9780500420171;7.44;30/12/99;30/12/99;.00
admin;base;9780500512159;18.18;30/12/99;30/12/99;.00
admin;base;9780500517284;18.18;30/12/99;30/12/99;.00
admin;base;9780500517604;33.06;30/12/99;30/12/99;.00
admin;base;9780500517741;14.05;30/12/99;30/12/99;.00
admin;base;9780500517796;21.49;30/12/99;30/12/99;.00
admin;base;9780811839570;12.40;30/12/99;30/12/99;.00
admin;base;9780811850742;3.31;30/12/99;30/12/99;.00
admin;base;9780811856805;28.93;30/12/99;30/12/99;.00
admin;base;9780811860093;5.79;30/12/99;30/12/99;.00
admin;base;9781452102870;9.92;30/12/99;30/12/99;.00
